,all_time_quantity_sold,product_id,seller_id,category_id,brand_id
1385,212,9979633,73012,28920,111461
1386,288,110055062,73012,5350,111461
1387,3469,53704413,65686,1846,111461
1388,884,44012580,25203,1846,18802
1389,258,44012841,25203,2679,18802
1390,101,136981085,49929,1828,927055
1391,408,15215426,73012,28900,111461
1392,2727,138481685,1,6255,19246
1393,143,187392403,25203,28840,18802
1394,321,74311543,154163,4293,27464
1395,957,10001369,25203,2679,18802
1396,2244,38323087,25203,28842,21862
1397,1120,26314426,73012,4642,111461
1398,9979,134561311,783,1828,18845
1399,2638,8608925,65686,28944,111461
1400,490,46634155,73012,4642,111461
1401,297,173164642,73012,4642,195495
1402,255,217317583,25203,5350,110682
1403,353,171869909,73012,4642,195495
1404,142,216462048,25203,5350,110682
1405,726,21089128,154163,4294,27464
1406,4325,74975883,154163,4293,27464
1407,2917,54439144,154163,1846,27464
1408,2312,52373199,65686,28944,111461
1409,1696,160440903,65836,1828,19073
1410,378,25319983,49929,1828,18845
1411,703,24255305,64160,1846,111461
1412,389,174029994,65836,1828,19073
1413,2978,53254176,65686,1846,111461
1414,2725,124742926,1,2458,17827
1415,1630,134641513,49929,1828,18845
1416,935,416978,154163,4294,27464
1417,2221,419322,1,1846,18806
1418,7,12477248,329374,4642,111461
1419,976,74573141,154163,4293,27464
1420,2422,17967481,129537,4343,25422
1421,2727,138481685,1,6255,19246
1422,143,187392403,25203,28840,18802
1423,321,74311543,154163,4293,27464
1424,957,10001369,25203,2679,18802
1425,2244,38323087,25203,28842,21862
1426,1120,26314426,73012,4642,111461
1427,9979,134561311,783,1828,18845
1428,2638,8608925,65686,28944,111461
1429,490,46634155,73012,4642,111461
1430,297,173164642,73012,4642,195495
1431,255,217317583,25203,5350,110682
1432,353,171869909,73012,4642,195495
1433,142,216462048,25203,5350,110682
1434,726,21089128,154163,4294,27464
1435,4325,74975883,154163,4293,27464
1436,2917,54439144,154163,1846,27464
1437,2312,52373199,65686,28944,111461
1438,1696,160440903,65836,1828,19073
1439,378,25319983,49929,1828,18845
1440,703,24255305,64160,1846,111461
1441,389,174029994,65836,1828,19073
1442,2978,53254176,65686,1846,111461
1443,2725,124742926,1,2458,17827
1444,1630,134641513,49929,1828,18845
1445,935,416978,154163,4294,27464
1446,2221,419322,1,1846,18806
1447,7,12477248,329374,4642,111461
1448,976,74573141,154163,4293,27464
1449,2422,17967481,129537,4343,25422
1450,2137,76030024,154163,1846,27464
1451,249,65107101,25203,28840,18802
1452,1398,806744,45,1828,111460
1453,184,416911,154163,4294,27464
1454,352,73312665,25203,28840,18845
1455,383,68600962,95215,5350,505907
1456,1516,97346988,1,1846,25422
1457,848,53181542,65686,28944,111461
1458,87,709035,217686,4454,112149
1459,1019,32246331,65686,28944,111461
1460,1074,67619329,27572,28906,18991
1461,726,74561661,154163,4294,27464
1462,212,9979633,73012,28920,111461
1463,288,110055062,73012,5350,111461
1464,3469,53704413,65686,1846,111461
1465,884,44012580,25203,1846,18802
1466,258,44012841,25203,2679,18802
1467,101,136981085,49929,1828,927055
1468,408,15215426,73012,28900,111461
1469,2727,138481685,1,6255,19246
1470,143,187392403,25203,28840,18802
1471,321,74311543,154163,4293,27464
1472,957,10001369,25203,2679,18802
1473,2244,38323087,25203,28842,21862
1474,1120,26314426,73012,4642,111461
1475,9979,134561311,783,1828,18845
1476,2638,8608925,65686,28944,111461
1477,490,46634155,73012,4642,111461
1478,297,173164642,73012,4642,195495
1479,255,217317583,25203,5350,110682
1480,353,171869909,73012,4642,195495
1481,142,216462048,25203,5350,110682
1482,726,21089128,154163,4294,27464
1483,4325,74975883,154163,4293,27464
1484,2917,54439144,154163,1846,27464
1485,2312,52373199,65686,28944,111461
1486,1696,160440903,65836,1828,19073
1487,378,25319983,49929,1828,18845
1488,703,24255305,64160,1846,111461
1489,389,174029994,65836,1828,19073
1490,2978,53254176,65686,1846,111461
1491,2725,124742926,1,2458,17827
1492,1630,134641513,49929,1828,18845
1493,935,416978,154163,4294,27464
1494,2221,419322,1,1846,18806
1495,7,12477248,329374,4642,111461
1496,976,74573141,154163,4293,27464
1497,2422,17967481,129537,4343,25422
1498,2137,76030024,154163,1846,27464
1499,249,65107101,25203,28840,18802
1500,1398,806744,45,1828,111460
1501,184,416911,154163,4294,27464
1502,352,73312665,25203,28840,18845
1503,383,68600962,95215,5350,505907
1504,1516,97346988,1,1846,25422
1505,848,53181542,65686,28944,111461
1506,87,709035,217686,4454,112149
1507,1019,32246331,65686,28944,111461
1508,1074,67619329,27572,28906,18991
1509,726,74561661,154163,4294,27464
1510,212,9979633,73012,28920,111461
1511,288,110055062,73012,5350,111461
1512,3469,53704413,65686,1846,111461
1513,884,44012580,25203,1846,18802
1514,258,44012841,25203,2679,18802
1515,101,136981085,49929,1828,927055
1516,408,15215426,73012,28900,111461
1517,2727,138481685,1,6255,19246
1518,143,187392403,25203,28840,18802
1519,321,74311543,154163,4293,27464
1520,957,10001369,25203,2679,18802
1521,2244,38323087,25203,28842,21862
1522,1120,26314426,73012,4642,111461
1523,9979,134561311,783,1828,18845
1524,2638,8608925,65686,28944,111461
1525,490,46634155,73012,4642,111461
1526,297,173164642,73012,4642,195495
1527,255,217317583,25203,5350,110682
1528,353,171869909,73012,4642,195495
1529,142,216462048,25203,5350,110682
1530,726,21089128,154163,4294,27464
1531,4325,74975883,154163,4293,27464
1532,2917,54439144,154163,1846,27464
1533,2312,52373199,65686,28944,111461
1534,1696,160440903,65836,1828,19073
1535,378,25319983,49929,1828,18845
1536,703,24255305,64160,1846,111461
1537,389,174029994,65836,1828,19073
1538,2978,53254176,65686,1846,111461
1539,2725,124742926,1,2458,17827
1540,1630,134641513,49929,1828,18845
1541,255,217317583,25203,5350,110682
1542,353,171869909,73012,4642,195495
1543,142,216462048,25203,5350,110682
1544,726,21089128,154163,4294,27464
1545,4325,74975883,154163,4293,27464
1546,2917,54439144,154163,1846,27464
1547,2312,52373199,65686,28944,111461
1548,1696,160440903,65836,1828,19073
1549,378,25319983,49929,1828,18845
1550,703,24255305,64160,1846,111461
1551,389,174029994,65836,1828,19073
1552,2978,53254176,65686,1846,111461
1553,2725,124742926,1,2458,17827
1554,1630,134641513,49929,1828,18845
1555,935,416978,154163,4294,27464
1556,2221,419322,1,1846,18806
1557,7,12477248,329374,4642,111461
1558,976,74573141,154163,4293,27464
1559,2422,17967481,129537,4343,25422
1560,2137,76030024,154163,1846,27464
1561,249,65107101,25203,28840,18802
1562,1398,806744,45,1828,111460
1563,184,416911,154163,4294,27464
1564,352,73312665,25203,28840,18845
1565,383,68600962,95215,5350,505907
1566,1516,97346988,1,1846,25422
1567,848,53181542,65686,28944,111461
1568,87,709035,217686,4454,112149
1569,1019,32246331,65686,28944,111461
1570,1074,67619329,27572,28906,18991
1571,726,74561661,154163,4294,27464
1572,212,9979633,73012,28920,111461
1573,288,110055062,73012,5350,111461
1574,3469,53704413,65686,1846,111461
1575,884,44012580,25203,1846,18802
1576,258,44012841,25203,2679,18802
1577,101,136981085,49929,1828,927055
1578,408,15215426,73012,28900,111461
1579,2727,138481685,1,6255,19246
1580,143,187392403,25203,28840,18802
1581,321,74311543,154163,4293,27464
1582,957,10001369,25203,2679,18802
1583,2244,38323087,25203,28842,21862
1584,1120,26314426,73012,4642,111461
1585,9979,134561311,783,1828,18845
1586,2638,8608925,65686,28944,111461
1587,490,46634155,73012,4642,111461
1588,297,173164642,73012,4642,195495
1589,255,217317583,25203,5350,110682
1590,353,171869909,73012,4642,195495
1591,142,216462048,25203,5350,110682
1592,726,21089128,154163,4294,27464
1593,4325,74975883,154163,4293,27464
1594,2917,54439144,154163,1846,27464
1595,2312,52373199,65686,28944,111461
1596,1696,160440903,65836,1828,19073
1597,378,25319983,49929,1828,18845
1598,703,24255305,64160,1846,111461
1599,389,174029994,65836,1828,19073
1600,2978,53254176,65686,1846,111461
1601,2725,124742926,1,2458,17827
1602,1630,134641513,49929,1828,18845
1603,935,416978,154163,4294,27464
1604,2221,419322,1,1846,18806
1605,7,12477248,329374,4642,111461
1606,976,74573141,154163,4293,27464
1607,2422,17967481,129537,4343,25422
1608,2137,76030024,154163,1846,27464
1609,249,65107101,25203,28840,18802
1610,1398,806744,45,1828,111460
1611,184,416911,154163,4294,27464
1612,352,73312665,25203,28840,18845
1613,383,68600962,95215,5350,505907
1614,1516,97346988,1,1846,25422
1615,848,53181542,65686,28944,111461
1616,87,709035,217686,4454,112149
1617,1019,32246331,65686,28944,111461
1618,1074,67619329,27572,28906,18991
1619,726,74561661,154163,4294,27464
1620,212,9979633,73012,28920,111461
1621,288,110055062,73012,5350,111461
1622,3469,53704413,65686,1846,111461
1623,884,44012580,25203,1846,18802
1624,258,44012841,25203,2679,18802
1625,101,136981085,49929,1828,927055
1626,408,15215426,73012,28900,111461
1627,2727,138481685,1,6255,19246
1628,143,187392403,25203,28840,18802
1629,321,74311543,154163,4293,27464
1630,957,10001369,25203,2679,18802
1631,2244,38323087,25203,28842,21862
1632,1120,26314426,73012,4642,111461
1633,9979,134561311,783,1828,18845
1634,2638,8608925,65686,28944,111461
1635,490,46634155,73012,4642,111461
1636,297,173164642,73012,4642,195495
1637,255,217317583,25203,5350,110682
1638,353,171869909,73012,4642,195495
1639,142,216462048,25203,5350,110682
1640,726,21089128,154163,4294,27464
1641,4325,74975883,154163,4293,27464
1642,2917,54439144,154163,1846,27464
1643,2312,52373199,65686,28944,111461
1644,1696,160440903,65836,1828,19073
1645,378,25319983,49929,1828,18845
1646,703,24255305,64160,1846,111461
1647,389,174029994,65836,1828,19073
1648,2978,53254176,65686,1846,111461
1649,2725,124742926,1,2458,17827
1650,1630,134641513,49929,1828,18845
1651,935,416978,154163,4294,27464
1652,2221,419322,1,1846,18806
1653,7,12477248,329374,4642,111461
1654,976,74573141,154163,4293,27464
1655,2422,17967481,129537,4343,25422
1656,2137,76030024,154163,1846,27464
1657,249,65107101,25203,28840,18802
1658,1398,806744,45,1828,111460
1659,184,416911,154163,4294,27464
1660,352,73312665,25203,28840,18845
1661,1516,97346988,1,1846,25422
1662,848,53181542,65686,28944,111461
1663,87,709035,217686,4454,112149
1664,1019,32246331,65686,28944,111461
1665,1074,67619329,27572,28906,18991
1666,726,74561661,154163,4294,27464
1667,212,9979633,73012,28920,111461
1668,288,110055062,73012,5350,111461
1669,3469,53704413,65686,1846,111461
1670,884,44012580,25203,1846,18802
1671,258,44012841,25203,2679,18802
1672,101,136981085,49929,1828,927055
1673,408,15215426,73012,28900,111461
1674,2727,138481685,1,6255,19246
1675,143,187392403,25203,28840,18802
1676,321,74311543,154163,4293,27464
1677,957,10001369,25203,2679,18802
1678,2244,38323087,25203,28842,21862
1679,1120,26314426,73012,4642,111461
1680,9979,134561311,783,1828,18845
1681,2638,8608925,65686,28944,111461
1682,490,46634155,73012,4642,111461
1683,297,173164642,73012,4642,195495
1684,255,217317583,25203,5350,110682
1685,353,171869909,73012,4642,195495
1686,142,216462048,25203,5350,110682
1687,726,21089128,154163,4294,27464
1688,4325,74975883,154163,4293,27464
1689,2917,54439144,154163,1846,27464
1690,2312,52373199,65686,28944,111461
1691,1696,160440903,65836,1828,19073
1692,378,25319983,49929,1828,18845
1693,703,24255305,64160,1846,111461
1694,389,174029994,65836,1828,19073
1695,2978,53254176,65686,1846,111461
1696,2725,124742926,1,2458,17827
1697,1630,134641513,49929,1828,18845
1698,935,416978,154163,4294,27464
1699,2221,419322,1,1846,18806
1700,7,12477248,329374,4642,111461
1701,976,74573141,154163,4293,27464
1702,2422,17967481,129537,4343,25422
1703,2137,76030024,154163,1846,27464
1704,249,65107101,25203,28840,18802
1705,1398,806744,45,1828,111460
1706,184,416911,154163,4294,27464
1707,352,73312665,25203,28840,18845
1708,383,68600962,95215,5350,505907
1709,1516,97346988,1,1846,25422
1710,848,53181542,65686,28944,111461
1711,87,709035,217686,4454,112149
1712,1019,32246331,65686,28944,111461
1713,1074,67619329,27572,28906,18991
1714,726,74561661,154163,4294,27464
1715,212,9979633,73012,28920,111461
1716,288,110055062,73012,5350,111461
1717,3469,53704413,65686,1846,111461
1718,884,44012580,25203,1846,18802
1719,258,44012841,25203,2679,18802
1720,101,136981085,49929,1828,927055
1721,408,15215426,73012,28900,111461
1722,2727,138481685,1,6255,19246
1723,143,187392403,25203,28840,18802
1724,321,74311543,154163,4293,27464
1725,957,10001369,25203,2679,18802
1726,2244,38323087,25203,28842,21862
1727,1120,26314426,73012,4642,111461
1728,9979,134561311,783,1828,18845
1729,2638,8608925,65686,28944,111461
1730,490,46634155,73012,4642,111461
1731,297,173164642,73012,4642,195495
1732,255,217317583,25203,5350,110682
1733,353,171869909,73012,4642,195495
1734,142,216462048,25203,5350,110682
1735,726,21089128,154163,4294,27464
1736,4325,74975883,154163,4293,27464
1737,2917,54439144,154163,1846,27464
1738,2312,52373199,65686,28944,111461
1739,1696,160440903,65836,1828,19073
1740,378,25319983,49929,1828,18845
1741,703,24255305,64160,1846,111461
1742,389,174029994,65836,1828,19073
1743,2978,53254176,65686,1846,111461
1744,2725,124742926,1,2458,17827
1745,1630,134641513,49929,1828,18845
1746,935,416978,154163,4294,27464
1747,2221,419322,1,1846,18806
1748,7,12477248,329374,4642,111461
1749,976,74573141,154163,4293,27464
1750,2422,17967481,129537,4343,25422
1751,2137,76030024,154163,1846,27464
1752,249,65107101,25203,28840,18802
1753,1398,806744,45,1828,111460
1754,184,416911,154163,4294,27464
1755,352,73312665,25203,28840,18845
1756,383,68600962,95215,5350,505907
1757,1516,97346988,1,1846,25422
1758,848,53181542,65686,28944,111461
1759,87,709035,217686,4454,112149
1760,1019,32246331,65686,28944,111461
1761,1074,67619329,27572,28906,18991
1762,726,74561661,154163,4294,27464
1763,212,9979633,73012,28920,111461
1764,288,110055062,73012,5350,111461
1765,3469,53704413,65686,1846,111461
1766,884,44012580,25203,1846,18802
1767,258,44012841,25203,2679,18802
1768,101,136981085,49929,1828,927055
1769,408,15215426,73012,28900,111461
1770,2727,138481685,1,6255,19246
1771,143,187392403,25203,28840,18802
1772,321,74311543,154163,4293,27464
1773,957,10001369,25203,2679,18802
1774,2244,38323087,25203,28842,21862
1775,1120,26314426,73012,4642,111461
1776,9979,134561311,783,1828,18845
1777,2638,8608925,65686,28944,111461
1778,490,46634155,73012,4642,111461
1779,297,173164642,73012,4642,195495
1780,255,217317583,25203,5350,110682
1781,1516,97346988,1,1846,25422
1782,848,53181542,65686,28944,111461
1783,87,709035,217686,4454,112149
1784,1019,32246331,65686,28944,111461
1785,1074,67619329,27572,28906,18991
1786,726,74561661,154163,4294,27464
1787,212,9979633,73012,28920,111461
1788,288,110055062,73012,5350,111461
1789,3469,53704413,65686,1846,111461
1790,884,44012580,25203,1846,18802
1791,258,44012841,25203,2679,18802
1792,101,136981085,49929,1828,927055
1793,408,15215426,73012,28900,111461
1794,2727,138481685,1,6255,19246
1795,143,187392403,25203,28840,18802
1796,321,74311543,154163,4293,27464
1797,957,10001369,25203,2679,18802
1798,2244,38323087,25203,28842,21862
1799,1120,26314426,73012,4642,111461
1800,9979,134561311,783,1828,18845
1801,2638,8608925,65686,28944,111461
1802,490,46634155,73012,4642,111461
1803,297,173164642,73012,4642,195495
1804,255,217317583,25203,5350,110682
1805,353,171869909,73012,4642,195495
1806,142,216462048,25203,5350,110682
1807,726,21089128,154163,4294,27464
1808,4325,74975883,154163,4293,27464
1809,2917,54439144,154163,1846,27464
1810,2312,52373199,65686,28944,111461
1811,1696,160440903,65836,1828,19073
1812,378,25319983,49929,1828,18845
1813,703,24255305,64160,1846,111461
1814,389,174029994,65836,1828,19073
1815,2978,53254176,65686,1846,111461
1816,2725,124742926,1,2458,17827
1817,1630,134641513,49929,1828,18845
1818,935,416978,154163,4294,27464
1819,2221,419322,1,1846,18806
1820,7,12477248,329374,4642,111461
1821,976,74573141,154163,4293,27464
1822,2422,17967481,129537,4343,25422
1823,2137,76030024,154163,1846,27464
1824,249,65107101,25203,28840,18802
1825,1398,806744,45,1828,111460
1826,184,416911,154163,4294,27464
1827,352,73312665,25203,28840,18845
1828,383,68600962,95215,5350,505907
1829,1516,97346988,1,1846,25422
1830,848,53181542,65686,28944,111461
1831,87,709035,217686,4454,112149
1832,1019,32246331,65686,28944,111461
1833,1074,67619329,27572,28906,18991
1834,726,74561661,154163,4294,27464
1835,212,9979633,73012,28920,111461
1836,288,110055062,73012,5350,111461
1837,3469,53704413,65686,1846,111461
1838,884,44012580,25203,1846,18802
1839,258,44012841,25203,2679,18802
1840,101,136981085,49929,1828,927055
1841,408,15215426,73012,28900,111461
1842,2727,138481685,1,6255,19246
1843,143,187392403,25203,28840,18802
1844,321,74311543,154163,4293,27464
1845,957,10001369,25203,2679,18802
1846,2244,38323087,25203,28842,21862
1847,1120,26314426,73012,4642,111461
1848,9979,134561311,783,1828,18845
1849,2638,8608925,65686,28944,111461
1850,490,46634155,73012,4642,111461
1851,297,173164642,73012,4642,195495
1852,255,217317583,25203,5350,110682
1853,353,171869909,73012,4642,195495
1854,142,216462048,25203,5350,110682
1855,726,21089128,154163,4294,27464
1856,4325,74975883,154163,4293,27464
1857,2917,54439144,154163,1846,27464
1858,2312,52373199,65686,28944,111461
1859,1696,160440903,65836,1828,19073
1860,378,25319983,49929,1828,18845
1861,703,24255305,64160,1846,111461
1862,389,174029994,65836,1828,19073
1863,2978,53254176,65686,1846,111461
1864,2725,124742926,1,2458,17827
1865,1630,134641513,49929,1828,18845
1866,935,416978,154163,4294,27464
1867,2221,419322,1,1846,18806
1868,7,12477248,329374,4642,111461
1869,976,74573141,154163,4293,27464
1870,2422,17967481,129537,4343,25422
1871,2137,76030024,154163,1846,27464
1872,249,65107101,25203,28840,18802
1873,1398,806744,45,1828,111460
1874,184,416911,154163,4294,27464
1875,352,73312665,25203,28840,18845
1876,383,68600962,95215,5350,505907
1877,1516,97346988,1,1846,25422
1878,848,53181542,65686,28944,111461
1879,87,709035,217686,4454,112149
1880,1019,32246331,65686,28944,111461
1881,1074,67619329,27572,28906,18991
1882,726,74561661,154163,4294,27464
1883,212,9979633,73012,28920,111461
1884,288,110055062,73012,5350,111461
1885,3469,53704413,65686,1846,111461
1886,884,44012580,25203,1846,18802
1887,258,44012841,25203,2679,18802
1888,101,136981085,49929,1828,927055
1889,408,15215426,73012,28900,111461
1890,2727,138481685,1,6255,19246
1891,143,187392403,25203,28840,18802
1892,321,74311543,154163,4293,27464
1893,957,10001369,25203,2679,18802
1894,2244,38323087,25203,28842,21862
1895,1120,26314426,73012,4642,111461
1896,9979,134561311,783,1828,18845
1897,2638,8608925,65686,28944,111461
1898,490,46634155,73012,4642,111461
1899,297,173164642,73012,4642,195495
1900,255,217317583,25203,5350,110682
1901,143,187392403,25203,28840,18802
1902,321,74311543,154163,4293,27464
1903,957,10001369,25203,2679,18802
1904,2244,38323087,25203,28842,21862
1905,1120,26314426,73012,4642,111461
1906,9979,134561311,783,1828,18845
1907,2638,8608925,65686,28944,111461
1908,490,46634155,73012,4642,111461
1909,297,173164642,73012,4642,195495
1910,255,217317583,25203,5350,110682
1911,353,171869909,73012,4642,195495
1912,142,216462048,25203,5350,110682
1913,726,21089128,154163,4294,27464
1914,4325,74975883,154163,4293,27464
1915,2917,54439144,154163,1846,27464
1916,2312,52373199,65686,28944,111461
1917,1696,160440903,65836,1828,19073
1918,378,25319983,49929,1828,18845
1919,703,24255305,64160,1846,111461
1920,389,174029994,65836,1828,19073
1921,2978,53254176,65686,1846,111461
1922,2725,124742926,1,2458,17827
1923,1630,134641513,49929,1828,18845
1924,935,416978,154163,4294,27464
1925,2221,419322,1,1846,18806
1926,7,12477248,329374,4642,111461
1927,976,74573141,154163,4293,27464
1928,2422,17967481,129537,4343,25422
1929,2137,76030024,154163,1846,27464
1930,249,65107101,25203,28840,18802
1931,1398,806744,45,1828,111460
1932,184,416911,154163,4294,27464
1933,352,73312665,25203,28840,18845
1934,383,68600962,95215,5350,505907
1935,1516,97346988,1,1846,25422
1936,848,53181542,65686,28944,111461
1937,87,709035,217686,4454,112149
1938,1019,32246331,65686,28944,111461
1939,1074,67619329,27572,28906,18991
1940,726,74561661,154163,4294,27464
1941,212,9979633,73012,28920,111461
1942,288,110055062,73012,5350,111461
1943,3469,53704413,65686,1846,111461
1944,884,44012580,25203,1846,18802
1945,258,44012841,25203,2679,18802
1946,101,136981085,49929,1828,927055
1947,408,15215426,73012,28900,111461
1948,2727,138481685,1,6255,19246
1949,143,187392403,25203,28840,18802
1950,321,74311543,154163,4293,27464
1951,957,10001369,25203,2679,18802
1952,2244,38323087,25203,28842,21862
1953,1120,26314426,73012,4642,111461
1954,9979,134561311,783,1828,18845
1955,2638,8608925,65686,28944,111461
1956,490,46634155,73012,4642,111461
1957,297,173164642,73012,4642,195495
1958,255,217317583,25203,5350,110682
1959,353,171869909,73012,4642,195495
1960,142,216462048,25203,5350,110682
1961,726,21089128,154163,4294,27464
1962,4325,74975883,154163,4293,27464
1963,2917,54439144,154163,1846,27464
1964,2312,52373199,65686,28944,111461
1965,1696,160440903,65836,1828,19073
1966,378,25319983,49929,1828,18845
1967,703,24255305,64160,1846,111461
1968,389,174029994,65836,1828,19073
1969,2978,53254176,65686,1846,111461
1970,2725,124742926,1,2458,17827
1971,1630,134641513,49929,1828,18845
1972,935,416978,154163,4294,27464
1973,2221,419322,1,1846,18806
1974,7,12477248,329374,4642,111461
1975,976,74573141,154163,4293,27464
1976,2422,17967481,129537,4343,25422
1977,2137,76030024,154163,1846,27464
1978,249,65107101,25203,28840,18802
1979,1398,806744,45,1828,111460
1980,184,416911,154163,4294,27464
1981,352,73312665,25203,28840,18845
1982,383,68600962,95215,5350,505907
1983,1516,97346988,1,1846,25422
1984,848,53181542,65686,28944,111461
1985,87,709035,217686,4454,112149
1986,1019,32246331,65686,28944,111461
1987,1074,67619329,27572,28906,18991
1988,726,74561661,154163,4294,27464
1989,212,9979633,73012,28920,111461
1990,288,110055062,73012,5350,111461
1991,3469,53704413,65686,1846,111461
1992,884,44012580,25203,1846,18802
1993,258,44012841,25203,2679,18802
1994,101,136981085,49929,1828,927055
1995,408,15215426,73012,28900,111461
1996,2727,138481685,1,6255,19246
1997,143,187392403,25203,28840,18802
1998,321,74311543,154163,4293,27464
1999,957,10001369,25203,2679,18802
2000,2244,38323087,25203,28842,21862
2001,1120,26314426,73012,4642,111461
2002,9979,134561311,783,1828,18845
2003,2638,8608925,65686,28944,111461
2004,490,46634155,73012,4642,111461
2005,297,173164642,73012,4642,195495
2006,255,217317583,25203,5350,110682
2007,353,171869909,73012,4642,195495
2008,142,216462048,25203,5350,110682
2009,726,21089128,154163,4294,27464
2010,4325,74975883,154163,4293,27464
2011,2917,54439144,154163,1846,27464
2012,2312,52373199,65686,28944,111461
2013,1696,160440903,65836,1828,19073
2014,378,25319983,49929,1828,18845
2015,703,24255305,64160,1846,111461
2016,389,174029994,65836,1828,19073
2017,2978,53254176,65686,1846,111461
2018,2725,124742926,1,2458,17827
2019,1630,134641513,49929,1828,18845
2020,935,416978,154163,4294,27464
2021,2978,53254176,65686,1846,111461
2022,2725,124742926,1,2458,17827
2023,1630,134641513,49929,1828,18845
2024,935,416978,154163,4294,27464
2025,2221,419322,1,1846,18806
2026,7,12477248,329374,4642,111461
2027,976,74573141,154163,4293,27464
2028,2422,17967481,129537,4343,25422
2029,2137,76030024,154163,1846,27464
2030,249,65107101,25203,28840,18802
2031,1398,806744,45,1828,111460
2032,184,416911,154163,4294,27464
2033,352,73312665,25203,28840,18845
2034,383,68600962,95215,5350,505907
2035,1516,97346988,1,1846,25422
2036,848,53181542,65686,28944,111461
2037,87,709035,217686,4454,112149
2038,1019,32246331,65686,28944,111461
2039,1074,67619329,27572,28906,18991
2040,726,74561661,154163,4294,27464
2041,212,9979633,73012,28920,111461
2042,288,110055062,73012,5350,111461
2043,3469,53704413,65686,1846,111461
2044,884,44012580,25203,1846,18802
2045,258,44012841,25203,2679,18802
2046,101,136981085,49929,1828,927055
2047,408,15215426,73012,28900,111461
2048,2727,138481685,1,6255,19246
2049,143,187392403,25203,28840,18802
2050,321,74311543,154163,4293,27464
2051,957,10001369,25203,2679,18802
2052,2244,38323087,25203,28842,21862
2053,1120,26314426,73012,4642,111461
2054,9979,134561311,783,1828,18845
2055,2638,8608925,65686,28944,111461
2056,490,46634155,73012,4642,111461
2057,297,173164642,73012,4642,195495
2058,255,217317583,25203,5350,110682
2059,353,171869909,73012,4642,195495
2060,142,216462048,25203,5350,110682
2061,726,21089128,154163,4294,27464
2062,4325,74975883,154163,4293,27464
2063,2917,54439144,154163,1846,27464
2064,2312,52373199,65686,28944,111461
2065,1696,160440903,65836,1828,19073
2066,378,25319983,49929,1828,18845
2067,703,24255305,64160,1846,111461
2068,389,174029994,65836,1828,19073
2069,2978,53254176,65686,1846,111461
2070,2725,124742926,1,2458,17827
2071,1630,134641513,49929,1828,18845
2072,935,416978,154163,4294,27464
2073,2221,419322,1,1846,18806
2074,7,12477248,329374,4642,111461
2075,976,74573141,154163,4293,27464
2076,2422,17967481,129537,4343,25422
2077,2137,76030024,154163,1846,27464
2078,249,65107101,25203,28840,18802
2079,1398,806744,45,1828,111460
2080,184,416911,154163,4294,27464
2081,352,73312665,25203,28840,18845
2082,383,68600962,95215,5350,505907
2083,1516,97346988,1,1846,25422
2084,848,53181542,65686,28944,111461
2085,87,709035,217686,4454,112149
2086,1019,32246331,65686,28944,111461
2087,1074,67619329,27572,28906,18991
2088,726,74561661,154163,4294,27464
2089,212,9979633,73012,28920,111461
2090,288,110055062,73012,5350,111461
2091,3469,53704413,65686,1846,111461
2092,884,44012580,25203,1846,18802
2093,258,44012841,25203,2679,18802
2094,101,136981085,49929,1828,927055
2095,408,15215426,73012,28900,111461
2096,2727,138481685,1,6255,19246
2097,143,187392403,25203,28840,18802
2098,321,74311543,154163,4293,27464
2099,957,10001369,25203,2679,18802
2100,2244,38323087,25203,28842,21862
2101,1120,26314426,73012,4642,111461
2102,9979,134561311,783,1828,18845
2103,2638,8608925,65686,28944,111461
2104,490,46634155,73012,4642,111461
2105,297,173164642,73012,4642,195495
2106,255,217317583,25203,5350,110682
2107,353,171869909,73012,4642,195495
2108,142,216462048,25203,5350,110682
2109,726,21089128,154163,4294,27464
2110,4325,74975883,154163,4293,27464
2111,2917,54439144,154163,1846,27464
2112,2312,52373199,65686,28944,111461
2113,1696,160440903,65836,1828,19073
2114,378,25319983,49929,1828,18845
2115,703,24255305,64160,1846,111461
2116,389,174029994,65836,1828,19073
2117,2978,53254176,65686,1846,111461
2118,2725,124742926,1,2458,17827
2119,1630,134641513,49929,1828,18845
2120,935,416978,154163,4294,27464
2121,2221,419322,1,1846,18806
2122,7,12477248,329374,4642,111461
2123,976,74573141,154163,4293,27464
2124,2422,17967481,129537,4343,25422
2125,2137,76030024,154163,1846,27464
2126,249,65107101,25203,28840,18802
2127,1398,806744,45,1828,111460
2128,184,416911,154163,4294,27464
2129,352,73312665,25203,28840,18845
2130,383,68600962,95215,5350,505907
2131,1516,97346988,1,1846,25422
2132,848,53181542,65686,28944,111461
2133,87,709035,217686,4454,112149
2134,1019,32246331,65686,28944,111461
2135,1074,67619329,27572,28906,18991
2136,726,74561661,154163,4294,27464
2137,212,9979633,73012,28920,111461
2138,288,110055062,73012,5350,111461
2139,3469,53704413,65686,1846,111461
2140,884,44012580,25203,1846,18802
2141,935,416978,154163,4294,27464
2142,2221,419322,1,1846,18806
2143,7,12477248,329374,4642,111461
2144,976,74573141,154163,4293,27464
2145,2422,17967481,129537,4343,25422
2146,2137,76030024,154163,1846,27464
2147,249,65107101,25203,28840,18802
2148,1398,806744,45,1828,111460
2149,184,416911,154163,4294,27464
2150,352,73312665,25203,28840,18845
2151,383,68600962,95215,5350,505907
